,Name,Price,Details,Time
1337,"
Used Toyota Yaris  1.3L SE 2015
","28,500","
137,000
Automatic
2015
","
Updated on  Feb 22, 2021 
"
1338,"
Used Hyundai Accent  1.4L 2019
","30,000","
100,000
Automatic
2019
","
Updated on  Feb 22, 2021 
"
1339,"
Used Toyota Corolla  1.6L XLI 2011
","23,000","
192,000
CVT
2011
","
Updated on  Feb 22, 2021 
"
1340,"
Used Hyundai Elantra 2012
","17,500","
225,000
Automatic
2012
","
Updated on  Feb 22, 2021 
"
1341,"
Used Kia Cadenza 2017
","50,000","
74,000
Automatic
2017
","
Updated on  Feb 22, 2021 
"
1342,"
Used Toyota Corolla  1.6L XLI 2003
","10,000","
543,000
CVT
2003
","
Updated on  Feb 22, 2021 
"
1343,,,,
1344,,,,
1345,"
Used Kia Cerato 2016
","13,900","
75,000
Automatic
2016
","
Updated on  Feb 22, 2021 
"
1346,"
Used Nissan Sunny 2006
","8,500","
156,000
CVT
2006
","
Updated on  Feb 22, 2021 
"
1347,"
Used Kia Rio Hatchback  1.4 Base 2014
","24,000","
183,000
Automatic
2014
","
Updated on  Feb 22, 2021 
"
1348,"
Used GMC Envoy 2008
","22,000","
126,000
N/A
2008
","
Updated on  Feb 22, 2021 
"
1349,"
Used Nissan Sunny Classic  EX Saloon 2009
","8,000","
302,000
Automatic
2009
","
Updated on  Feb 22, 2021 
"
1350,"
Used Hyundai Sonata  1.6T GL 2019
","60,000","
59,000
Automatic
2019
","
Updated on  Feb 22, 2021 
"
1351,"
Used Honda Civic  1.5 RS 2008
","17,500","
255,000
Automatic
2008
","
Updated on  Feb 22, 2021 
"
1352,"
Used Hyundai Accent  1.4L 2018
","31,000","
94,000
Automatic
2018
","
Updated on  Feb 22, 2021 
"
1353,"
Used Toyota Camry  2.5L GLX 2017
","70,000","
91,000
Automatic
2017
","
Updated on  Feb 21, 2021 
"
1354,"
Used Toyota Yaris Sedan  1.3 TRD Limited 2017
","35,000","
37,500
Automatic
2017
","
Posted on  Feb 21, 2021 
"
1355,"
Used GMC Yukon  SLE 2014
","65,000","
132,998
Automatic
2014
","
Posted on  Feb 21, 2021 
"
1356,"
Used Renault Logan  SE 2014
","14,000","
93,000
Manual
2014
","
Posted on  Feb 21, 2021 
"
1357,"
Used Toyota Corolla 2002
","9,000","
340,000
N/A
2002
","
Updated on  Feb 21, 2021 
"
1358,"
Used Changan Alsvin 2019
","27,500","
46,000
N/A
2019
","
Updated on  Feb 21, 2021 
"
1359,"
Used Kia Cerato 2016
","26,500","
94,000
N/A
2016
","
Updated on  Feb 21, 2021 
"
1360,,,,
1361,,,,
1362,"
Used Hyundai Accent 2014
","20,500","
185
N/A
2014
","
Updated on  Feb 21, 2021 
"
1363,"
Used Mazda 3 2018
","42,000","
200,000
N/A
2018
","
Updated on  Feb 21, 2021 
"
1364,"
Used Hyundai Accent 2018
","31,000","
94,000
N/A
2018
","
Updated on  Feb 21, 2021 
"
1365,"
Used Nissan Sunny 2006
","8,500","
156
N/A
2006
","
Updated on  Feb 21, 2021 
"
1366,"
Used Kia Cerato 2017
","32,000","
121
N/A
2017
","
Updated on  Feb 21, 2021 
"
1367,"
Used Toyota Yaris 2018
","40,000","
38,000
N/A
2018
","
Updated on  Feb 21, 2021 
"
1368,"
Used Volvo S60 2007
","15,000","
152,000
N/A
2007
","
Updated on  Feb 21, 2021 
"
1369,"
Used Nissan Pathfinder 2010
","21,000","
130,000
N/A
2010
","
Updated on  Feb 21, 2021 
"
1370,"
Used Nissan Sunny 2005
","8,800","
176
N/A
2005
","
Updated on  Feb 21, 2021 
"
1371,"
Used Nissan Sentra 2015
","19,500","
177
N/A
2015
","
Updated on  Feb 21, 2021 
"
1372,"
Used Honda Accord 2015
","51,000","
142,000
N/A
2015
","
Updated on  Feb 21, 2021 
"
1373,"
Used Toyota Camry 2.5L S 2015
","32,000","
176,250
Automatic
2015
","
Updated on  Feb 21, 2021 
"
1374,"
Used Toyota Camry 2010
","28,000","
245,000
N/A
2010
","
Updated on  Feb 21, 2021 
"
1375,"
Used Hyundai Elantra 2017
","38,000","
56,000
N/A
2017
","
Updated on  Feb 21, 2021 
"
1376,"
Used Kia Cerato 2016
","13,900","
75
N/A
2016
","
Updated on  Feb 21, 2021 
"
1377,,,,
1378,,,,
1379,"
Used Kia Picanto 2014
","18,000","
84
N/A
2014
","
Updated on  Feb 21, 2021 
"
1380,"
Used Toyota Camry 2012
","30,000","
73,000
N/A
2012
","
Updated on  Feb 21, 2021 
"
1381,"
Used Renault Talisman 2017
","70,000","
79,000
CVT
2017
","
Posted on  Feb 21, 2021 
"
1382,"
Used Toyota 86  2.0 GT 2016
","55,000","
166,000
Automatic
2016
","
Posted on  Feb 20, 2021 
"
1383,"
Used Renault Talisman 2017
","70,000","
79,000
CVT
2017
","
Posted on  Feb 20, 2021 
"
1384,"
Used Toyota Corolla 2017
","42,000","
139,000
N/A
2017
","
Updated on  Feb 20, 2021 
"
1385,"
Used Lincoln MKS  3.7 FWD 2013
","69,000","
68,900
Automatic
2013
","
Posted on  Feb 20, 2021 
"
1386,"
Used Nissan Altima  2.5 SV 2017
","52,000","
156,000
Automatic
2017
","
Posted on  Feb 20, 2021 
"
1387,"
New GMC Acadia 2009
","22,000","
258,000
Automatic
2009
","
Posted on  Feb 20, 2021 
"
1388,"
Used Toyota Hiace High Roof Van 2019
","130,000","
70,000
Automatic
2019
","
Updated on  Feb 19, 2021 
"
1389,"
Used Toyota Hiace  High Roof Van 2019
","130,000","
70,000
Automatic
2019
","
Posted on  Feb 19, 2021 
"
1390,"
Used Toyota Hiace 2019
","130,000","
70,000
Automatic
2019
","
Posted on  Feb 19, 2021 
"
1391,"
Used Toyota Cressida 1989
","16,000","
318,000
Manual
1989
","
Posted on  Feb 19, 2021 
"
1392,"
Used Toyota Cressida 1989
","17,000","
318,000
Manual
1989
","
Posted on  Feb 19, 2021 
"
1393,"
New Ford Edge  3.5L V6 SEL (AWD) 2013
","3,999","
0
Automatic
2013
","
Posted on  Feb 19, 2021 
"
1394,,,,
1395,,,,
1396,"
Used Jeep Liberty 2012
","45,000","
280,000
Automatic
2012
","
Posted on  Feb 19, 2021 
"
1397,"
Used Toyota Rush  1.5L STD (7-Seater) 2019
","55,000","
60,000
Automatic
2019
","
Posted on  Feb 18, 2021 
"
1398,"
Used Lexus LX 570 2016
","63,750","
2,393
Automatic
2016
","
Posted on  Feb 18, 2021 
"
1399,"
Used Toyota Fortuner 2017
","80,000","
54,000
Automatic
2017
","
Posted on  Feb 18, 2021 
"
1400,"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1401,"
Used Ford Fusion 2015
","52,500","
10,666
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1402,"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1403,"
Used Ford Edge 2013
","41,999","
132,239
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1404,"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1405,"
Used Ford Escape 2015
","53,549","
66,325
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1406,"
Used Ford Fusion 2015
","45,000","
115,250
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1407,"
Used Ford Expedition 2012
","52,498","
90,660
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1408,"
Used Ford Expedition 2012
","49,999","
96,338
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1409,"
Used Ford Taurus 2016
","64,999","
15,276
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1410,"
Used Lincoln MKT 2013
","72,449","
72,339
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1411,,,,
1412,,,,
1413,"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1414,"
Used Ford Expedition 2012
","52,498","
116,963
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1415,"
Used Ford Focus 2016
","37,800","
2,218
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1416,"
Used Ford Ranger 2016
","60,900","
35,511
Manual
2016
","
Updated on  Feb 18, 2021 
"
1417,"
Used Ford Expedition 2014
","78,750","
83,800
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1418,"
Used Ford Edge 2014
","59,999","
56,723
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1419,"
Used Ford Edge 2017
","120,750","
4,483
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1420,"
Used Ford Expedition 2017
","126,000","
561
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1421,"
Used Ford Edge 2012
","57,750","
71,188
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1422,"
Used Ford Expedition 2012
","52,498","
82,604
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1423,"
Used Ford Fusion 2015
","45,000","
22,603
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1424,"
Used Ford Edge 2017
","124,999","
255
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1425,"
Used Ford Expedition 2017
","165,999","
1,243
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1426,"
Used Ford Focus 2017
","42,000","
1,739
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1427,"
Used Ford Expedition 2012
","52,500","
118,300
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1428,,,,
1429,,,,
1430,"
Used Ford Explorer 2013
","52,499","
165,500
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1431,"
Used Ford Expedition 2017
","149,999","
16,834
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1432,"
Used Ford Taurus 2017
","142,800","
7,000
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1433,"
Used Ford Edge 2017
","111,300","
21
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1434,"
Used Ford Edge 2017
","134,999","
4,422
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1435,"
Used Ford Taurus 2017
","99,999","
22,114
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1436,"
Used Ford Edge 2017
","129,999","
727
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1437,"
Used Ford Edge 2017
","134,999","
335
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1438,"
Used Ford Edge 2017
","134,999","
2,774
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1439,"
Used Ford Edge 2017
","134,999","
1,682
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1440,"
Used Ford Mustang 2017
","189,000","
15,878
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1441,"
Used Ford Expedition 2017
","155,999","
2,129
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1442,"
Used Lincoln MKX 2016
","167,999","
35,667
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1443,"
Used Ford Expedition 2013
","54,999","
92,409
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1444,"
Used Ford Expedition 2015
","73,499","
92,823
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1445,,,,
1446,,,,
1447,"
Used Ford Ranger 2011
","22,999","
90,033
Manual
2011
","
Updated on  Feb 18, 2021 
"
1448,"
Used Ford Edge 2017
","100,500","
1,130
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1449,"
Used Ford Expedition 2017
","142,999","
1,218
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1450,"
Used Ford Mustang 2017
","156,000","
7,796
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1451,"
Used Ford Edge 2017
","109,999","
361
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1452,"
Used Ford Expedition 2013
","54,999","
155,766
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1453,"
Used Ford Ranger 2011
","24,999","
8,184
Manual
2011
","
Updated on  Feb 18, 2021 
"
1454,"
Used Ford Flex 2016
","93,450","
2,700
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1455,"
Used Ford Taurus 2016
","73,000","
26,900
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1456,"
Used Lincoln Navigator 2012
","84,000","
102,500
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1457,"
Used Ford Expedition 2016
","94,999","
13,333
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1458,"
Used Ford Edge 2017
","134,999","
606
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1459,"
Used Toyota Camry 2015
","51,450","
50,287
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1460,"
Used Ford Expedition 2016
","102,999","
6,214
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1461,"
Used Ford Focus 2016
","44,999","
27,202
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1462,,,,
1463,,,,
1464,"
Used Ford Focus 2013
","20,000","
48,854
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1465,"
Used Ford Fusion 2016
","44,999","
14,505
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1466,"
Used Ford Fusion 2016
","48,999","
17,110
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1467,"
Used Lincoln Continental 2017
","284,999","
680
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1468,"
Used Lincoln Continental 2017
","259,999","
10,300
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1469,"
Used Ford Taurus 2015
","94,500","
35,000
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1470,"
Used Ford Expedition 2016
","90,999","
68,281
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1471,"
Used Ford Edge 2013
","51,729","
18,815
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1472,"
Used Ford Explorer 2017
","159,999","
14,000
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1473,"
Used Ford Expedition 2014
","59,999","
92,618
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1474,"
Used Toyota Camry 2015
","51,999","
49,210
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1475,"
Used Toyota Camry 2015
","49,999","
90,109
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1476,"
Used Toyota Camry 2015
","52,500","
42,249
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1477,"
Used Toyota Camry 2015
","52,500","
39,706
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1478,"
Used Ford Expedition 2017
","150,150","
3,960
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1479,,,,
1480,,,,
1481,"
Used Ford Edge 2012
","50,400","
71,188
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1482,"
Used Ford Taurus 2017
","109,999","
85
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1483,"
Used Ford Fusion 2014
","33,000","
95,395
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1484,"
Used Ford Taurus 2017
","110,000","
1,606
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1485,"
Used Ford Expedition 2017
","144,999","
500
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1486,"
Used Ford Explorer 2015
","63,999","
68,114
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1487,"
Used Ford Explorer 2017
","135,999","
853
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1488,"
Used Ford Edge 2017
","134,999","
1,682
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1489,"
Used Toyota Corolla 2016
","50,000","
18,652
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1490,"
Used Toyota Corolla 2016
","49,999","
43,814
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1491,"
Used Ford Explorer 2013
","54,999","
132,368
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1492,"
Used Ford Explorer 2016
","129,999","
18,900
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1493,"
Used Ford Expedition 2017
","139,999","
147
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1494,"
Used Ford Ranger 2016
","54,999","
43,961
Manual
2016
","
Updated on  Feb 18, 2021 
"
1495,"
Used Cadillac CTS 2014
","83,000","
68,000
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1496,,,,
1497,,,,
1498,"
Used Cadillac CTS 2014
","77,000","
107,024
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1499,"
Used Ford Expedition 2017
","124,999","
165
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1500,"
Used Ford Raptor 2017
","299,999","
644
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1501,"
Used Ford EcoSport 2014
","23,000","
186,000
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1502,"
Used Ford Focus 2014
","24,999","
93,700
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1503,"
Used Ford Edge 2013
","43,999","
157,000
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1504,"
Used Ford Explorer 2013
","54,999","
89,000
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1505,"
Used Ford Expedition 2013
","53,999","
105,100
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1506,"
Used Ford Edge 2013
","55,999","
145,150
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1507,"
Used Ford Taurus 2013
","39,999","
147,600
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1508,"
Used Lincoln Continental 2017
","235,999","
105
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1509,"
Used Lincoln MKS 2015
","79,999","
22,456
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1510,"
Used Ford Explorer 2014
","62,999","
53,035
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1511,"
Used Ford Explorer 2012
","44,999","
136,586
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1512,"
Used Ford Figo 2016
","20,999","
20,221
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1513,,,,
1514,,,,
1515,"
Used Ford Figo 2016
","20,999","
26,993
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1516,"
Used Ford Taurus 2013
","33,999","
191,302
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1517,"
Used Ford Figo 2016
","20,999","
20,190
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1518,"
Used Ford Figo 2016
","20,999","
31,038
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1519,"
Used Ford Escape 2015
","44,999","
66,323
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1520,"
Used Ford Fusion 2017
","64,999","
36,900
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1521,"
Used Ford Figo 2016
","20,999","
23,172
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1522,"
Used Ford Taurus 2016
","70,000","
55,012
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1523,"
Used Ford Taurus 2014
","48,000","
99,421
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1524,"
Used Ford Taurus 2013
","39,000","
167,219
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1525,"
Used Ford Taurus 2017
","95,000","
5,318
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1526,"
Used Ford Taurus 2015
","58,999","
80,040
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1527,"
Used Ford Figo 2016
","20,999","
33,643
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1528,"
Used Ford Figo 2016
","20,999","
61,105
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1529,"
Used Ford Focus 2012
","16,999","
125,041
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1530,,,,
1531,,,,
1532,"
Used Ford Figo 2016
","20,999","
51,553
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1533,"
Used Ford Expedition 2012
","57,750","
110,000
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1534,"
Used Ford Expedition 2012
","52,500","
127,000
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1535,"
Used Ford Expedition 2012
","52,500","
112,000
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1536,"
Used Mercedes-Benz S-Class  S550 2016
","199,000","
89,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1537,"
Used Toyota Avalon 2016
","92,000","
80,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1538,"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1539,"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1540,"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1541,"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1542,"
Used Ford Focus 2016
","37,800","
2,218
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1543,"
Used Ford Expedition 2014
","78,750","
83,800
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1544,"
Used Ford Expedition 2017
","126,000","
561
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1545,"
Used Ford Expedition 2012
","52,498","
82,604
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1546,"
Used Ford Fusion 2015
","45,000","
22,603
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1547,,,,
1548,,,,
1549,"
Used Ford Edge 2017
","124,999","
255
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1550,"
Used Ford Focus 2017
","42,000","
1,739
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1551,"
Used Ford Explorer 2013
","52,499","
165,500
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1552,"
Used Ford Expedition 2017
","149,999","
16,834
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1553,"
Used Ford Edge 2017
","111,300","
21
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1554,"
Used Ford Edge 2017
","134,999","
4,422
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1555,"
Used Ford Edge 2017
","129,999","
727
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1556,"
Used Ford Edge 2017
","134,999","
335
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1557,"
Used Ford Edge 2017
","134,999","
2,774
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1558,"
Used Ford Mustang 2017
","189,000","
15,878
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1559,"
Used Lincoln MKX 2016
","167,999","
35,667
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1560,"
Used Ford Expedition 2013
","54,999","
92,409
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1561,"
Used Ford Edge 2017
","100,500","
1,130
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1562,"
Used Ford Expedition 2017
","142,999","
1,218
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1563,"
Used Ford Mustang 2017
","156,000","
7,796
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1564,,,,
1565,,,,
1566,"
Used Ford Edge 2017
","109,999","
361
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1567,"
Used Ford Expedition 2013
","54,999","
155,766
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1568,"
Used Lincoln Navigator 2012
","84,000","
102,500
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1569,"
Used Ford Expedition 2016
","94,999","
13,333
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1570,"
Used Ford Focus 2016
","44,999","
27,202
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1571,"
Used Ford Focus 2013
","20,000","
48,854
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1572,"
Used Ford Fusion 2016
","48,999","
17,110
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1573,"
Used Lincoln Continental 2017
","284,999","
680
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1574,"
Used Lincoln Continental 2017
","259,999","
10,300
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1575,"
Used Ford Taurus 2015
","94,500","
35,000
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1576,"
Used Ford Expedition 2016
","90,999","
68,281
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1577,"
Used Ford Edge 2013
","51,729","
18,815
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1578,"
Used Ford Expedition 2014
","59,999","
92,618
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1579,"
Used Ford Taurus 2017
","109,999","
85
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1580,"
Used Ford Fusion 2014
","33,000","
95,395
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1581,,,,
1582,,,,
1583,"
Used Ford Taurus 2017
","110,000","
1,606
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1584,"
Used Ford Explorer 2017
","135,999","
853
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1585,"
Used Ford Explorer 2013
","54,999","
132,368
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1586,"
Used Ford Explorer 2016
","129,999","
18,900
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1587,"
Used Ford Ranger 2016
","54,999","
43,961
Manual
2016
","
Updated on  Feb 18, 2021 
"
1588,"
Used Ford Expedition 2017
","124,999","
165
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1589,"
Used Ford Focus 2014
","24,999","
93,700
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1590,"
Used Ford Edge 2013
","43,999","
157,000
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1591,"
Used Ford Explorer 2013
","54,999","
89,000
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1592,"
Used Ford Expedition 2013
","53,999","
105,100
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1593,"
Used Ford Edge 2013
","55,999","
145,150
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1594,"
Used Ford Taurus 2013
","39,999","
147,600
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1595,"
Used Lincoln Continental 2017
","235,999","
105
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1596,"
Used Lincoln MKS 2015
","79,999","
22,456
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1597,"
Used Ford Explorer 2014
","62,999","
53,035
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1598,,,,
1599,,,,
1600,"
Used Ford Explorer 2012
","44,999","
136,586
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1601,"
Used Ford Figo 2016
","20,999","
20,221
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1602,"
Used Ford Taurus 2013
","33,999","
191,302
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1603,"
Used Ford Fusion 2017
","64,999","
36,900
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1604,"
Used Ford Figo 2016
","20,999","
23,172
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1605,"
Used Ford Taurus 2016
","70,000","
55,012
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1606,"
Used Ford Taurus 2014
","48,000","
99,421
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1607,"
Used Ford Taurus 2013
","39,000","
167,219
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1608,"
Used Ford Taurus 2017
","95,000","
5,318
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1609,"
Used Ford Taurus 2015
","58,999","
80,040
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1610,"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1611,"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1612,"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
