Name,Price,Details,Time
"
Used Toyota Fortuner 2017
","80,000","
54,000
Automatic
2017
","
Posted on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2015
","52,500","
10,666
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2013
","41,999","
132,239
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Escape 2015
","53,549","
66,325
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2015
","45,000","
115,250
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,498","
90,660
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","49,999","
96,338
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2016
","64,999","
15,276
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKT 2013
","72,449","
72,339
Automatic
2013
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,498","
116,963
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
2,218
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Ranger 2016
","60,900","
35,511
Manual
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2014
","78,750","
83,800
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2014
","59,999","
56,723
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","120,750","
4,483
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","126,000","
561
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2012
","57,750","
71,188
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,498","
82,604
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2015
","45,000","
22,603
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","124,999","
255
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","165,999","
1,243
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2017
","42,000","
1,739
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,500","
118,300
Automatic
2012
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Explorer 2013
","52,499","
165,500
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","149,999","
16,834
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2017
","142,800","
7,000
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","111,300","
21
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
4,422
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2017
","99,999","
22,114
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","129,999","
727
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
335
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
2,774
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
1,682
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Mustang 2017
","189,000","
15,878
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","155,999","
2,129
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKX 2016
","167,999","
35,667
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2013
","54,999","
92,409
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2015
","73,499","
92,823
Automatic
2015
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Ranger 2011
","22,999","
90,033
Manual
2011
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","100,500","
1,130
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","142,999","
1,218
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Mustang 2017
","156,000","
7,796
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","109,999","
361
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2013
","54,999","
155,766
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Ranger 2011
","24,999","
8,184
Manual
2011
","
Updated on  Feb 18, 2021 
"
"
Used Ford Flex 2016
","93,450","
2,700
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2016
","73,000","
26,900
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln Navigator 2012
","84,000","
102,500
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2016
","94,999","
13,333
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
606
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Toyota Camry 2015
","51,450","
50,287
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2016
","102,999","
6,214
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","44,999","
27,202
Automatic
2016
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Focus 2013
","20,000","
48,854
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2016
","44,999","
14,505
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2016
","48,999","
17,110
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln Continental 2017
","284,999","
680
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln Continental 2017
","259,999","
10,300
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2015
","94,500","
35,000
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2016
","90,999","
68,281
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2013
","51,729","
18,815
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2017
","159,999","
14,000
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2014
","59,999","
92,618
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Toyota Camry 2015
","51,999","
49,210
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Toyota Camry 2015
","49,999","
90,109
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Toyota Camry 2015
","52,500","
42,249
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Toyota Camry 2015
","52,500","
39,706
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","150,150","
3,960
Automatic
2017
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Edge 2012
","50,400","
71,188
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2017
","109,999","
85
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2014
","33,000","
95,395
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2017
","110,000","
1,606
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","144,999","
500
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2015
","63,999","
68,114
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2017
","135,999","
853
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
1,682
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Toyota Corolla 2016
","50,000","
18,652
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Toyota Corolla 2016
","49,999","
43,814
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2013
","54,999","
132,368
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2016
","129,999","
18,900
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","139,999","
147
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Ranger 2016
","54,999","
43,961
Manual
2016
","
Updated on  Feb 18, 2021 
"
"
Used Cadillac CTS 2014
","83,000","
68,000
Automatic
2014
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Cadillac CTS 2014
","77,000","
107,024
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","124,999","
165
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Raptor 2017
","299,999","
644
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford EcoSport 2014
","23,000","
186,000
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2014
","24,999","
93,700
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2013
","43,999","
157,000
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2013
","54,999","
89,000
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2013
","53,999","
105,100
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2013
","55,999","
145,150
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2013
","39,999","
147,600
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln Continental 2017
","235,999","
105
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKS 2015
","79,999","
22,456
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2014
","62,999","
53,035
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2012
","44,999","
136,586
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Figo 2016
","20,999","
20,221
Automatic
2016
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Figo 2016
","20,999","
26,993
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2013
","33,999","
191,302
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Figo 2016
","20,999","
20,190
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Figo 2016
","20,999","
31,038
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Escape 2015
","44,999","
66,323
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2017
","64,999","
36,900
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Figo 2016
","20,999","
23,172
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2016
","70,000","
55,012
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2014
","48,000","
99,421
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2013
","39,000","
167,219
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2017
","95,000","
5,318
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2015
","58,999","
80,040
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Figo 2016
","20,999","
33,643
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Figo 2016
","20,999","
61,105
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2012
","16,999","
125,041
Automatic
2012
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Figo 2016
","20,999","
51,553
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","57,750","
110,000
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,500","
127,000
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,500","
112,000
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Mercedes-Benz S-Class  S550 2016
","199,000","
89,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Toyota Avalon 2016
","92,000","
80,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
2,218
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2014
","78,750","
83,800
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","126,000","
561
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,498","
82,604
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2015
","45,000","
22,603
Automatic
2015
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Edge 2017
","124,999","
255
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2017
","42,000","
1,739
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2013
","52,499","
165,500
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","149,999","
16,834
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","111,300","
21
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
4,422
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","129,999","
727
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
335
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
2,774
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Mustang 2017
","189,000","
15,878
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKX 2016
","167,999","
35,667
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2013
","54,999","
92,409
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","100,500","
1,130
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","142,999","
1,218
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Mustang 2017
","156,000","
7,796
Automatic
2017
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Edge 2017
","109,999","
361
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2013
","54,999","
155,766
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln Navigator 2012
","84,000","
102,500
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2016
","94,999","
13,333
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","44,999","
27,202
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2013
","20,000","
48,854
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2016
","48,999","
17,110
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln Continental 2017
","284,999","
680
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln Continental 2017
","259,999","
10,300
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2015
","94,500","
35,000
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2016
","90,999","
68,281
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2013
","51,729","
18,815
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2014
","59,999","
92,618
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2017
","109,999","
85
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2014
","33,000","
95,395
Automatic
2014
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Taurus 2017
","110,000","
1,606
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2017
","135,999","
853
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2013
","54,999","
132,368
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2016
","129,999","
18,900
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Ranger 2016
","54,999","
43,961
Manual
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","124,999","
165
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2014
","24,999","
93,700
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2013
","43,999","
157,000
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2013
","54,999","
89,000
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2013
","53,999","
105,100
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2013
","55,999","
145,150
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2013
","39,999","
147,600
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln Continental 2017
","235,999","
105
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKS 2015
","79,999","
22,456
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2014
","62,999","
53,035
Automatic
2014
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Explorer 2012
","44,999","
136,586
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Figo 2016
","20,999","
20,221
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2013
","33,999","
191,302
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2017
","64,999","
36,900
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Figo 2016
","20,999","
23,172
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2016
","70,000","
55,012
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2014
","48,000","
99,421
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2013
","39,000","
167,219
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2017
","95,000","
5,318
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2015
","58,999","
80,040
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Focus 2016
","37,800","
2,218
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2014
","78,750","
83,800
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","126,000","
561
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,498","
82,604
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2015
","45,000","
22,603
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","124,999","
255
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2017
","42,000","
1,739
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2013
","52,499","
165,500
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","149,999","
16,834
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2015
","52,500","
10,666
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2013
","41,999","
132,239
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2015
","45,000","
115,250
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,498","
90,660
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2016
","64,999","
15,276
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKT 2013
","72,449","
72,339
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,498","
116,963
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Ranger 2016
","60,900","
35,511
Manual
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2016
","37,800","
2,218
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2014
","78,750","
83,800
Automatic
2014
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Edge 2014
","59,999","
56,723
Automatic
2014
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","126,000","
561
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","120,750","
4,483
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2012
","57,750","
71,188
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,498","
82,604
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Fusion 2015
","45,000","
22,603
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","124,999","
255
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","165,999","
1,243
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Focus 2017
","42,000","
1,739
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2012
","52,500","
118,300
Automatic
2012
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","149,999","
16,834
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Explorer 2013
","52,499","
165,500
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Ford Taurus 2017
","142,800","
7,000
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","111,300","
21
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
4,422
Automatic
2017
","
Updated on  Feb 18, 2021 
"
,,,
,,,
"
Used Ford Taurus 2017
","99,999","
22,114
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
335
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
2,774
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","129,999","
727
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","134,999","
1,682
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Mustang 2017
","189,000","
15,878
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","155,999","
2,129
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2013
","54,999","
92,409
Automatic
2013
","
Updated on  Feb 18, 2021 
"
"
Used Lincoln MKX 2016
","167,999","
35,667
Automatic
2016
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2015
","73,499","
92,823
Automatic
2015
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","100,500","
1,130
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Ranger 2011
","22,999","
90,033
Manual
2011
","
Updated on  Feb 18, 2021 
"
"
Used Ford Expedition 2017
","142,999","
1,218
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Edge 2017
","109,999","
361
Automatic
2017
","
Updated on  Feb 18, 2021 
"
"
Used Ford Mustang 2017
","156,000","
7,796
Automatic
2017
","
Updated on  Feb 18, 2021 
"
